Symbol,Company Name,Market Cap,% Change,Volume,Revenue
IPSC,"Century Therapeutics, Inc.",66.88M,0.82%,345315,2.68M
TOI,"The Oncology Institute, Inc.",66.67M,-3.68%,404898,378.93M
RMTI,"Rockwell Medical, Inc.",66.58M,1.98%,165764,98.92M
APLT,"Applied Therapeutics, Inc.",65.19M,-0.39%,2781757,-212.00K
PRE,Prenetics Global Limited,64.49M,-3.68%,5445,25.56M
CCLD,"CareCloud, Inc.",63.56M,4.55%,154718,111.01M
CCEL,"Cryo-Cell International, Inc.",63.19M,3.57%,15860,31.84M
MURA,Mural Oncology plc,63.03M,0.82%,93028,-
BEAT,"HeartBeam, Inc.",62.93M,5.83%,54714,-
HOWL,"Werewolf Therapeutics, Inc.",62.83M,2.92%,181652,3.39M
IOBT,"IO Biotech, Inc.",62.59M,6.74%,166569,-
UNCY,"Unicycive Therapeutics, Inc.",62.41M,0.22%,767020,-
PRLD,Prelude Therapeutics Incorporated,61.09M,-,74474,3.00M
IMRX,Immuneering Corporation,60.55M,3.72%,167112,-
NEUE,"NeueHealth, Inc.",60.55M,-0.07%,4184,996.89M
VRCA,Verrica Pharmaceuticals Inc.,60.45M,4.12%,203568,9.21M
PDSB,PDS Biotechnology Corporation,59.85M,0.63%,147802,-
KRON,"Kronos Bio, Inc.",59.79M,1.22%,178583,9.86M
OPTN,"OptiNose, Inc.",59.23M,-2.00%,16729,75.67M
STTK,"Shattuck Labs, Inc.",58.72M,-4.28%,86623,6.44M
GANX,"Gain Therapeutics, Inc.",58.62M,2.31%,109313,-
OTLK,"Outlook Therapeutics, Inc.",58.43M,-1.35%,590006,-
NVNO,enVVeno Medical Corporation,57.17M,-0.31%,81647,-
ACHL,Achilles Therapeutics plc,55.90M,22.52%,9706720,-
YI,"111, Inc.",55.51M,-1.67%,19922,2.09B
ONCY,Oncolytics Biotech Inc.,54.91M,3.24%,507310,-
FBLG,"FibroBiologics, Inc.",54.38M,-4.32%,169835,-
IMMX,"Immix Biopharma, Inc.",54.19M,1.03%,49778,-
APYX,Apyx Medical Corporation,54.05M,1.12%,10635,48.54M
CTSO,Cytosorbents Corporation,54.04M,-1.17%,55225,37.74M
CNTB,Connect Biopharma Holdings Limited,53.93M,-3.37%,3640,24.12M
VNRX,VolitionRx Limited,53.75M,-2.68%,168803,1.29M
ATRA,"Atara Biotherapeutics, Inc.",53.57M,9.15%,179643,100.44M
CPIX,Cumberland Pharmaceuticals Inc.,52.80M,76.53%,16788211,36.79M
MAIA,"MAIA Biotechnology, Inc.",52.32M,5.82%,4602618,-
GBIO,Generation Bio Co.,52.14M,2.71%,365339,18.58M
RGC,Regencell Bioscience Holdings Limited,51.92M,5.00%,5290,-
LTRN,Lantern Pharma Inc.,51.77M,2.78%,51267,-
LUCD,Lucid Diagnostics Inc.,51.56M,2.19%,203802,4.19M
MODD,"Modular Medical, Inc.",51.20M,0.44%,51113,-
FBIO,"Fortress Biotech, Inc.",50.79M,0.82%,317384,81.50M
RPTX,Repare Therapeutics Inc.,50.59M,-2.46%,137128,66.52M
OMIC,"Singular Genomics Systems, Inc.",50.17M,-0.40%,3296,2.67M
VTVT,vTv Therapeutics Inc.,50.14M,0.90%,2461,1.00M
ALVR,"AlloVir, Inc.",50.06M,2.65%,46668,-
BOLD,"Boundless Bio, Inc.",48.83M,-1.79%,22510,-
LSB,"LakeShore Biopharma Co., Ltd",48.54M,6.00%,5400,79.42M
ABP,"Abpro Holdings, Inc.",48.50M,-,66980,230.00K
INKT,"MiNK Therapeutics, Inc.",47.68M,53.05%,346309,-
RNTX,Rein Therapeutics Inc.,47.45M,14.06%,72708,-
OVID,Ovid Therapeutics Inc.,47.08M,0.32%,381662,631.70K
FGEN,"FibroGen, Inc.",46.68M,-2.61%,607642,180.02M
ICCC,ImmuCell Corporation,46.34M,3.59%,3417,23.84M
KZR,"Kezar Life Sciences, Inc.",45.53M,0.32%,39149,-
SHLT,SHL Telemedicine Ltd.,45.44M,-,4228,55.94M
CELU,Celularity Inc.,44.74M,-1.49%,49308,48.20M
SER,"Serina Therapeutics, Inc.",43.39M,-5.91%,16316,3.16M
ANVS,"Annovis Bio, Inc.",43.32M,-3.09%,1362549,-
CLGN,CollPlant Biotechnologies Ltd.,43.30M,-1.31%,10076,650.00K
OM,"Outset Medical, Inc.",43.08M,1.86%,679111,114.73M
DYAI,"Dyadic International, Inc.",42.90M,-0.68%,39507,3.36M
KALA,"KALA BIO, Inc.",42.87M,0.87%,24103,-
ITRM,Iterum Therapeutics plc,42.65M,0.65%,664789,-
PTHL,Pheton Holdings Ltd,42.32M,-4.19%,17644,572.29K
SCYX,"SCYNEXIS, Inc.",41.36M,-0.46%,77960,8.57M
SPRO,"Spero Therapeutics, Inc.",41.06M,-6.19%,676352,106.46M
OSTX,OS Therapies Incorporated,40.99M,10.29%,532733,-
PEPG,PepGen Inc.,40.74M,-,1062066,-
TPST,"Tempest Therapeutics, Inc.",40.55M,1.10%,566233,-
NXL,"Nexalin Technology, Inc.",40.00M,1.63%,497621,162.08K
ATHE,Alterity Therapeutics Limited,39.94M,-9.62%,122147,2.68M
ESLA,"Estrella Immunopharma, Inc.",39.80M,-4.35%,1431,-
QTTB,Q32 Bio Inc.,39.71M,7.95%,117144,-14.66M
BRNS,Barinthus Biotherapeutics plc,39.70M,1.74%,46374,14.97M
ANEB,"Anebulo Pharmaceuticals, Inc.",39.68M,-3.16%,1853,-
CASI,"CASI Pharmaceuticals, Inc.",39.51M,8.05%,24975,22.06M
CMMB,Chemomab Therapeutics Ltd.,39.03M,-2.82%,119012,-
DXR,Daxor Corporation,38.48M,3.38%,8927,154.21K
DTIL,"Precision BioSciences, Inc.",38.43M,7.28%,83500,75.10M
OKYO,OKYO Pharma Limited,38.35M,6.60%,79923,-
ELEV,"Elevation Oncology, Inc.",38.08M,0.62%,712804,-
ZCMD,Zhongchao Inc.,37.81M,4.87%,1967,17.41M
PASG,"Passage Bio, Inc.",37.68M,6.36%,308453,-
UBX,"Unity Biotechnology, Inc.",37.58M,2.77%,104369,-
SRZN,"Surrozen, Inc.",36.76M,3.67%,70046,10.00M
SNYR,Synergy CHC Corp.,36.73M,8.21%,43474,37.78M
ATNM,"Actinium Pharmaceuticals, Inc.",36.50M,-0.85%,142514,81.00K
MDAI,"Spectral AI, Inc.",36.48M,2.75%,537083,27.26M
IXHL,Incannex Healthcare Inc.,35.99M,10.87%,131113,86.00K
IRD,"Opus Genetics, Inc.",35.99M,5.56%,165445,8.38M
OCX,OncoCyte Corporation,35.86M,-,39701,709.00K
JUNS,"Jupiter Neurosciences, Inc.",35.75M,11.36%,751470,-
RLYB,Rallybio Corporation,35.68M,-0.97%,57151,598.00K
MBOT,Microbot Medical Inc.,34.88M,13.81%,2792214,-
MOVE,Movano Inc.,34.83M,-2.78%,3292,902.00K
VYNE,VYNE Therapeutics Inc.,34.81M,1.72%,76177,493.00K
RADX,Radiopharm Theranostics Limited,34.63M,0.45%,13332,1.31M
CALC,"CalciMedica, Inc.",34.51M,-3.03%,19298,-
CVKD,"Cadrenal Therapeutics, Inc.",34.24M,-2.83%,26283,-
INTS,"Intensity Therapeutics, Inc.",34.14M,3.20%,33193,-
GDTC,CytoMed Therapeutics Limited,33.24M,6.27%,41538,330.25K
ANTX,"AN2 Therapeutics, Inc.",33.17M,1.83%,43878,-
XCUR,"Exicure, Inc.",32.94M,1.59%,13653,500.00K
AXDX,"Accelerate Diagnostics, Inc.",32.81M,-0.76%,32115,11.91M
POCI,"Precision Optics Corporation, Inc.",32.45M,0.20%,869,18.98M
NRXP,"NRx Pharmaceuticals, Inc.",32.44M,-3.93%,466929,-
RNXT,"RenovoRx, Inc.",32.38M,-1.46%,56312,-
GRCE,"Grace Therapeutics, Inc.",32.24M,-1.24%,21814,-
COCH,"Envoy Medical, Inc.",32.19M,-4.79%,20376,278.00K
WOK,WORK Medical Technology Group LTD,32.10M,-3.08%,11219,9.86M
LEXX,Lexaria Bioscience Corp.,31.07M,-,18763,496.92K
SCNX,"Scienture Holdings, Inc.",31.06M,-8.97%,5156,-351.61K
BIVI,BioVie Inc.,30.87M,8.75%,586050,-
ENZ,"Enzo Biochem, Inc.",30.62M,0.58%,240378,30.31M
PMN,"ProMIS Neurosciences, Inc.",30.24M,-0.27%,20152,-
MRNS,"Marinus Pharmaceuticals, Inc.",30.16M,-0.05%,891614,31.47M
NMTC,NeuroOne Medical Technologies Corporation,29.94M,-10.11%,396823,3.45M
MLEC,Moolec Science SA,29.41M,1.12%,3648,5.63M
CRIS,"Curis, Inc.",29.38M,-0.57%,31002,10.26M
IBIO,"iBio, Inc.",29.10M,1.60%,292435,175.00K
DHAI,"DIH Holding US, Inc.",29.02M,2.44%,179137,73.49M
AKTX,"Akari Therapeutics, Plc",28.97M,-0.85%,10464,-
XLO,"Xilio Therapeutics, Inc.",28.81M,-5.30%,264931,4.62M
ONMD,OneMedNet Corporation,28.55M,2.00%,46349,957.65K
CVM,CEL-SCI Corporation,28.16M,0.88%,176052,-
XAIR,"Beyond Air, Inc.",28.15M,8.33%,697607,2.34M
NSYS,Nortech Systems Incorporated,27.62M,2.56%,2184,135.57M
NRSN,NeuroSense Therapeutics Ltd.,27.52M,0.85%,357588,-
RAIN,"Rain Enhancement Technologies Holdco, Inc.",27.48M,-,8147,-
IRIX,IRIDEX Corporation,27.34M,0.21%,6080,48.43M
VSEE,"VSee Health, Inc.",27.26M,5.45%,240794,8.06M
BCAB,"BioAtla, Inc.",27.01M,2.51%,507715,11.00M
DARE,"Daré Bioscience, Inc.",26.80M,-2.22%,29817,1.88M
NXGL,"NEXGEL, Inc.",26.61M,-3.01%,59657,6.73M
CGTX,"Cognition Therapeutics, Inc.",26.09M,-5.71%,1000973,-
FEMY,Femasys Inc.,25.88M,-,137315,1.26M
LVTX,LAVA Therapeutics N.V.,25.81M,-4.71%,24000,7.35M
PULM,"Pulmatrix, Inc.",25.68M,-6.27%,16312,10.01M
CLDI,"Calidi Biotherapeutics, Inc.",25.50M,25.71%,9457335,-
COEP,"Coeptis Therapeutics Holdings, Inc.",24.84M,4.32%,18893,-
LPCN,Lipocine Inc.,24.28M,4.13%,2496,7.92M
HCWB,HCW Biologics Inc.,24.23M,-14.45%,9645842,3.50M
RVP,"Retractable Technologies, Inc.",23.95M,1.39%,25598,38.27M
PLUR,Pluri Inc.,23.91M,0.23%,28198,598.00K
DRRX,DURECT Corporation,23.89M,2.60%,45981,8.59M
ENLV,Enlivex Therapeutics Ltd.,23.75M,-,45195,-
IGC,"IGC Pharma, Inc.",23.70M,-3.44%,179929,1.18M
NRXS,"NeurAxis, Inc.",23.57M,4.66%,21142,2.46M
EQ,"Equillium, Inc.",23.42M,-0.60%,33810,45.91M
TRAW,"Traws Pharma, Inc.",23.21M,2.40%,10460,226.00K
CODX,"Co-Diagnostics, Inc.",23.05M,-1.77%,52053,7.32M
CYTH,"Cyclo Therapeutics, Inc.",22.93M,4.88%,35240,870.73K
DRIO,DarioHealth Corp.,22.92M,-4.75%,259922,23.05M
LSTA,"Lisata Therapeutics, Inc.",22.78M,4.38%,36942,-
HOOK,HOOKIPA Pharma Inc.,22.66M,-1.57%,28072,50.00M
IBO,Impact BioMedical Inc.,22.61M,28.43%,25086,-
ALLK,Allakos Inc.,22.54M,3.11%,3803205,-
CARA,"Cara Therapeutics, Inc.",22.45M,2.72%,16619,8.69M
VVOS,"Vivos Therapeutics, Inc.",22.44M,-2.31%,128462,14.58M
KAPA,"Kairos Pharma, Ltd.",22.35M,14.47%,11261708,-
CTXR,"Citius Pharmaceuticals, Inc.",22.26M,-3.72%,73810,-
LGVN,Longeveron Inc.,22.26M,2.04%,112569,1.85M
NXTC,"NextCure, Inc.",21.96M,1.51%,53301,-
ALUR,Allurion Technologies Inc.,21.94M,-1.08%,311640,34.75M
GELS,Gelteq Limited,21.71M,4.55%,25427,95.62K
NKGN,"NKGen Biotech, Inc.",21.50M,0.59%,38490,-
PYPD,PolyPid Ltd.,21.29M,5.39%,11305,-
CCM,Concord Medical Services Holdings Limited,21.27M,-2.78%,1024,64.91M
APRE,"Aprea Therapeutics, Inc.",21.20M,1.56%,34909,1.31M
BFRG,"Bullfrog AI Holdings, Inc.",20.82M,3.91%,360336,-
LPTX,"Leap Therapeutics, Inc.",20.60M,2.73%,783938,-
SABS,"SAB Biotherapeutics, Inc.",20.58M,3.72%,71810,1.51M
TENX,"Tenax Therapeutics, Inc.",20.44M,-0.75%,8347,-
MRKR,"Marker Therapeutics, Inc.",20.13M,5.03%,73264,5.40M
COCP,"Cocrystal Pharma, Inc.",20.04M,2.60%,10940,-
ATHA,"Athira Pharma, Inc.",19.93M,3.10%,47241,-
AMS,American Shared Hospital Services,19.84M,-1.90%,2233,24.97M
SLGL,Sol-Gel Technologies Ltd.,19.78M,-2.99%,46097,11.71M
DOMH,Dominari Holdings Inc.,19.58M,-8.85%,117804,12.59M
CARM,"Carisma Therapeutics, Inc.",19.37M,1.53%,277594,20.27M
CRVO,CervoMed Inc.,18.98M,1.32%,37842,10.07M
CDIO,"Cardio Diagnostics Holdings, Inc.",18.87M,6.29%,4370121,35.69K
PTN,"Palatin Technologies, Inc.",18.76M,-,1005633,2.38M
MIRA,"MIRA Pharmaceuticals, Inc.",18.71M,-2.59%,238885,-
MEIP,"MEI Pharma, Inc.",18.59M,1.07%,5066,-
ERNA,Eterna Therapeutics Inc.,18.44M,-0.75%,457869,598.00K
INAB,"IN8bio, Inc.",18.40M,1.12%,328170,-
BSGM,"BioSig Technologies, Inc.",18.27M,1.92%,54912,39.00K
BOLT,"Bolt Biotherapeutics, Inc.",17.99M,-7.84%,301480,9.78M
STRM,"Streamline Health Solutions, Inc.",17.79M,-0.87%,4758,18.59M
SNTI,"Senti Biosciences, Inc.",17.71M,-12.07%,46175,-
GLYC,"GlycoMimetics, Inc.",17.48M,3.44%,266974,10.00K
DWTX,"Dogwood Therapeutics, Inc.",17.28M,-8.53%,158108,-
ADGM,"Adagio Medical Holdings, Inc.",17.01M,-5.65%,163536,543.00K
EVAX,Evaxion Biotech A/S,16.91M,36.25%,62638069,3.30M
NEPH,"Nephros, Inc.",16.66M,-,22581,13.55M
AFMD,Affimed N.V.,16.56M,3.06%,108960,6.29M
BRTX,"BioRestorative Therapies, Inc.",16.47M,0.85%,63307,377.00K
GOVX,"GeoVax Labs, Inc.",16.42M,-1.69%,340224,3.09M
SPRB,"Spruce Biosciences, Inc.",16.39M,4.50%,1671723,7.10M
NNVC,"NanoViricides, Inc.",16.36M,-2.56%,95196,-
FLGC,Flora Growth Corp.,16.30M,13.53%,269728,64.15M
TRIB,Trinity Biotech plc,16.21M,0.54%,292504,59.13M
NERV,"Minerva Neurosciences, Inc.",16.08M,1.32%,10704,-
IPA,ImmunoPrecise Antibodies Ltd.,15.63M,5.67%,822249,17.27M
IINN,Inspira Technologies Oxy B.H.N. Ltd.,15.62M,-0.59%,326110,-
SYBX,"Synlogic, Inc.",15.44M,-3.65%,13277,2.78M
CANF,Can-Fite BioPharma Ltd.,15.19M,-4.79%,140809,667.00K
CING,Cingulate Inc.,15.06M,0.89%,47705,-
MTVA,MetaVia Inc.,14.99M,-1.14%,10730,-
COSM,Cosmos Health Inc.,14.71M,-3.19%,329409,56.04M
XTLB,XTL Biopharmaceuticals Ltd.,14.35M,-1.76%,13935,46.00K
BTAI,"BioXcel Therapeutics, Inc.",14.14M,-7.38%,1985580,2.28M
LFWD,Lifeward Ltd.,14.13M,-,91979,25.00M
MYNZ,Mainz Biomed N.V.,14.01M,1.16%,474189,917.20K
ACXP,"Acurx Pharmaceuticals, Inc.",13.18M,6.83%,62427,-
BLRX,BioLineRx Ltd.,13.16M,-,161150,21.99M
IMNN,"Imunon, Inc.",13.04M,3.33%,150152,-
INDP,"Indaptus Therapeutics, Inc.",12.95M,-0.93%,3168,-
PHGE,BiomX Inc.,12.90M,-3.46%,16737,-
QNTM,Quantum BioPharma Ltd.,12.65M,111.01%,76289342,-
BCTX,BriaCell Therapeutics Corp.,12.29M,-18.65%,880984,-
LUCY,"Innovative Eyewear, Inc.",12.28M,-0.20%,7755,1.56M
EKSO,"Ekso Bionics Holdings, Inc.",12.10M,4.72%,288084,17.68M
SNSE,"Sensei Biotherapeutics, Inc.",12.07M,0.48%,64967,-
LYRA,"Lyra Therapeutics, Inc.",12.00M,0.55%,755047,1.47M
BCDA,"BioCardia, Inc.",11.78M,6.64%,59635,71.00K
KPRX,"Kiora Pharmaceuticals, Inc.",11.73M,0.51%,15905,16.02M
BIAF,"bioAffinity Technologies, Inc.",11.57M,0.66%,51062,9.37M
SSKN,"STRATA Skin Sciences, Inc.",11.53M,-2.30%,439,32.68M
AIM,AIM ImmunoTech Inc.,11.49M,-3.02%,518436,190.00K
TXMD,"TherapeuticsMD, Inc.",11.42M,-3.88%,55108,1.60M
APTO,Aptose Biosciences Inc.,11.23M,2.21%,244711,-
IMRN,Immuron Limited,11.10M,0.96%,2562,3.27M
PMCB,"PharmaCyte Biotech, Inc.",10.73M,-2.53%,9939,-
CLRB,"Cellectar Biosciences, Inc.",10.73M,-0.76%,849873,-
JAGX,"Jaguar Health, Inc.",10.61M,7.02%,178056,10.48M
CYCN,"Cyclerion Therapeutics, Inc.",10.60M,-21.24%,1272080,194.00K
TLPH,"Talphera, Inc.",10.58M,9.91%,77012,281.00K
CSCI,COSCIENS Biopharma Inc.,10.55M,16.19%,13847,4.83M
TSBX,Turnstone Biologics Corp.,10.52M,11.28%,2404121,-
BCLI,Brainstorm Cell Therapeutics Inc.,10.49M,0.55%,13511,-
MHUA,"Meihua International Medical Technologies Co., Ltd.",10.41M,2.64%,97074,94.25M
CHRO,Channel Therapeutics Corporation,10.37M,-19.25%,209806,-
RLMD,"Relmada Therapeutics, Inc.",10.26M,0.06%,193616,-
EVGN,Evogene Ltd.,10.18M,-,20497,7.48M
EVOK,"Evoke Pharma, Inc.",10.11M,2.09%,2547,8.62M
POAI,Predictive Oncology Inc.,10.00M,7.91%,176480,1.48M
APLM,"Apollomics, Inc.",9.91M,11.26%,12586,2.10M
MNDR,Mobile-health Network Solutions,9.89M,4.83%,641447,13.97M
PRPO,"Precipio, Inc.",9.80M,-3.07%,1623,17.41M
AYTU,"Aytu BioPharma, Inc.",9.78M,-4.22%,9276,79.76M
AEMD,"Aethlon Medical, Inc.",9.77M,4.77%,352902,-
AIMD,"Ainos, Inc.",8.95M,0.11%,102433,40.63K
NURO,"NeuroMetrix, Inc.",8.95M,0.47%,6891,3.77M
APDN,"Applied DNA Sciences, Inc.",8.90M,-0.06%,798028,3.43M
CUTR,"Cutera, Inc.",8.84M,2.58%,91176,155.21M
CJJD,"China Jo-Jo Drugstores, Inc.",8.65M,-1.41%,20934,147.13M
PPBT,Purple Biotech Ltd,8.62M,0.63%,11515,-
ICU,SeaStar Medical Holding Corporation,8.52M,-16.23%,796294,68.00K
BFRI,Biofrontera Inc.,8.52M,-1.79%,73262,35.36M
BNGO,"Bionano Genomics, Inc.",8.50M,-5.66%,249674,33.33M
HOTH,"Hoth Therapeutics, Inc.",8.42M,0.83%,287732,-
OMGA,"Omega Therapeutics, Inc.",8.30M,-68.69%,10727713,8.10M
NEUP,Neuphoria Therapeutics Inc.,8.28M,-0.20%,87957,-
ENSC,"Ensysce Biosciences, Inc.",8.21M,-4.70%,15274,4.42M
MGRX,"Mangoceuticals, Inc.",8.15M,0.95%,67074,755.00K
KLTO,"Klotho Neurosciences, Inc.",8.10M,-5.11%,59655,-
BMRA,"Biomerica, Inc.",8.09M,-6.23%,682014,5.58M
KZIA,Kazia Therapeutics Limited,7.83M,-6.04%,275253,1.66M
SYRA,Syra Health Corp.,7.81M,-0.55%,83076,7.74M
MBIO,"Mustang Bio, Inc.",7.77M,-9.25%,130009,-
SILO,"Silo Pharma, Inc.",7.62M,-5.03%,232989,72.10K
INBS,Intelligent Bio Solutions Inc.,7.59M,-1.14%,124080,3.19M
RDHL,RedHill Biopharma Ltd.,7.45M,1.22%,23706,3.71M
PSTV,"Plus Therapeutics, Inc.",7.37M,0.81%,40833,5.73M
VRAX,Virax Biolabs Group Limited,7.25M,-,37308,84.87K
KDLY,"Kindly MD, Inc.",7.23M,0.83%,10878,2.88M
PAVM,PAVmed Inc.,7.18M,-1.74%,127928,4.03M
OTRK,"Ontrak, Inc.",7.00M,4.40%,42649,11.24M
STRR,"Star Equity Holdings, Inc.",7.00M,3.57%,8494,50.38M
ACON,"Aclarion, Inc.",6.93M,-,6837272,49.29K
EDSA,"Edesa Biotech, Inc.",6.75M,-1.15%,8250,-
APM,Aptorum Group Limited,6.73M,4.35%,33940,-
CELZ,"Creative Medical Technology Holdings, Inc.",6.57M,18.61%,100215,11.00K
IMCC,IM Cannabis Corp.,6.57M,0.47%,3992,38.04M
GLTO,"Galecto, Inc.",6.52M,2.27%,2543,-
LIXT,"Lixte Biotechnology Holdings, Inc.",6.48M,4.80%,35892,-
XBIO,"Xenetic Biosciences, Inc.",6.37M,1.23%,6844,2.52M
XWEL,"XWELL, Inc.",6.36M,-1.63%,5849,33.83M
PBM,Psyence Biomedical Ltd.,6.29M,-2.74%,175030,-
AWH,Aspira Women's Health Inc.,6.27M,4.21%,633052,8.96M
ALZN,"Alzamend Neuro, Inc.",6.19M,-,31096,-
SSY,"SunLink Health Systems, Inc.",6.05M,1.19%,30217,31.81M
ADXN,Addex Therapeutics Ltd,5.97M,7.92%,965,701.26K
ABVC,"ABVC BioPharma, Inc.",5.88M,-5.43%,88206,509.79K
SNGX,"Soligenix, Inc.",5.72M,-,29957,364.18K
PHIO,Phio Pharmaceuticals Corp.,5.70M,-,470515,-
PRPH,"ProPhase Labs, Inc.",5.66M,-11.24%,1545348,12.75M
OCEA,"Ocean Biomedical, Inc.",5.58M,-12.33%,3705107,-
CNSP,"CNS Pharmaceuticals, Inc.",5.58M,0.83%,5042685,-
CMND,Clearmind Medicine Inc.,5.56M,-2.84%,124207,-
SBFM,"Sunshine Biopharma, Inc.",5.40M,-,8834,32.96M
FOXO,FOXO Technologies Inc.,5.35M,-2.78%,1094124,1.34M
ELAB,PMGC Holdings Inc.,5.35M,0.58%,1139417,2.45M
ONCO,"Onconetix, Inc.",5.34M,5.75%,810788,1.87M
CHEK,Check-Cap Ltd.,5.26M,6.43%,33805,-
ONVO,"Organovo Holdings, Inc.",5.20M,-2.31%,95550,103.00K
AEON,"AEON Biopharma, Inc.",5.00M,-3.85%,2273076,-
ADIL,"Adial Pharmaceuticals, Inc.",5.00M,-5.92%,115151,-
PLRZ,Polyrizon Ltd.,4.99M,-3.25%,94923,-
PRTG,Portage Biotech Inc.,4.99M,-1.11%,80614,-
GTBP,"GT Biopharma, Inc.",4.92M,-2.22%,25221,-
TNON,"Tenon Medical, Inc.",4.86M,-2.52%,85079,3.32M
SONN,"Sonnet BioTherapeutics Holdings, Inc.",4.86M,1.57%,42764,18.63K
TTOO,"T2 Biosystems, Inc.",4.84M,1.32%,1287163,7.68M
GRI,"GRI Bio, Inc.",4.77M,-15.31%,403222,-
ALLR,"Allarity Therapeutics, Inc.",4.68M,-5.80%,1138435,-
SYRS,"Syros Pharmaceuticals, Inc.",4.53M,1.99%,563238,386.00K
NUWE,"Nuwellis, Inc.",4.51M,1.65%,187832,8.97M
GNPX,"Genprex, Inc.",4.42M,-8.79%,520126,-
RNAZ,"TransCode Therapeutics, Inc.",4.29M,-17.87%,311231,-
SINT,"Sintx Technologies, Inc.",4.16M,0.65%,11355,3.25M
HCTI,"Healthcare Triangle, Inc.",4.14M,2.60%,82232,16.57M
NCNA,NuCana plc,4.04M,3.74%,45208,-
GLMD,Galmed Pharmaceuticals Ltd.,4.01M,-1.48%,17117,-
SNPX,"Synaptogenix, Inc.",3.99M,-5.77%,14128,-
CPHI,"China Pharma Holdings, Inc.",3.96M,-7.63%,873781,5.54M
TOVX,"Theriva Biologics, Inc.",3.92M,17.50%,837049,-
THAR,"Tharimmune, Inc.",3.91M,-0.49%,19521,-
OGEN,"Oragenics, Inc.",3.84M,-3.75%,2899938,-
EYEN,"Eyenovia, Inc.",3.80M,1.87%,525097,31.83K
CERO,"CERo Therapeutics Holdings, Inc.",3.80M,-1.00%,146608,-
ARTL,"Artelo Biosciences, Inc.",3.78M,-1.68%,5230,-
PALI,"Palisade Bio, Inc.",3.73M,3.45%,115091,-
MBRX,"Moleculin Biotech, Inc.",3.69M,-13.99%,136311,-
SNOA,"Sonoma Pharmaceuticals, Inc.",3.60M,4.26%,35253,13.55M
XYLO,Xylo Technologies Ltd,3.55M,7.67%,13310,57.64M
ICCT,iCoreConnect Inc.,3.51M,-0.40%,14279,11.05M
HSCS,HeartSciences Inc.,3.31M,3.21%,41057,14.70K
NAYA,"NAYA Biosciences, Inc.",3.27M,-0.80%,103613,-
NLSP,NLS Pharmaceutics AG,3.24M,-7.83%,219712,-
VINC,"Vincerx Pharma, Inc.",3.20M,-11.18%,293158,-
XRTX,XORTX Therapeutics Inc.,3.19M,0.55%,36145,-
YCBD,"cbdMD, Inc.",3.17M,-6.03%,771249,19.48M
BPTH,"Bio-Path Holdings, Inc.",3.15M,-3.62%,58497,-
NBY,"NovaBay Pharmaceuticals, Inc.",3.13M,-3.66%,65518,13.84M
AMIX,"Autonomix Medical, Inc.",3.09M,-1.29%,39572,-
LIPO,Lipella Pharmaceuticals Inc.,3.08M,-6.59%,21251,483.53K
SLRX,"Salarius Pharmaceuticals, Inc.",3.07M,-2.29%,47289,-
VTAK,"Catheter Precision, Inc.",3.04M,-2.56%,170251,399.00K
ZVSA,"ZyVersa Therapeutics, Inc.",3.00M,-5.88%,58871,-
SCNI,Scinai Immunotherapeutics Ltd.,2.98M,-2.10%,3253,452.00K
TTNP,"Titan Pharmaceuticals, Inc.",2.97M,-1.81%,2825,-
BBLG,Bone Biologics Corporation,2.96M,-5.51%,195242,-
TCBP,TC Biopharm (Holdings) Plc,2.95M,14.10%,567501,-
MTNB,"Matinas BioPharma Holdings, Inc.",2.87M,-1.57%,105226,-
ATNF,180 Life Sciences Corp.,2.71M,3.01%,22206,-
PTPI,"Petros Pharmaceuticals, Inc.",2.70M,1.73%,136454,4.02M
KTTA,Pasithea Therapeutics Corp.,2.63M,-5.45%,10763,-
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",2.60M,-2.08%,11302,-
ATXI,"Avenue Therapeutics, Inc.",2.60M,5.43%,82938,-
NDRA,ENDRA Life Sciences Inc.,2.59M,-3.21%,12436,-
DRMA,"Dermata Therapeutics, Inc.",2.57M,2.44%,110886,-
ENTO,"Entero Therapeutics, Inc.",2.57M,-4.89%,65116,-
WORX,SCWorx Corp.,2.57M,-1.43%,28051,3.22M
TCRT,"Alaunos Therapeutics, Inc.",2.55M,0.63%,12147,7.00K
QLGN,"Qualigen Therapeutics, Inc.",2.54M,-1.29%,54457,-
RSLS,ReShape Lifesciences Inc.,2.54M,-3.25%,28561,8.18M
HSDT,"Helius Medical Technologies, Inc.",2.53M,-0.50%,113330,502.00K
BDRX,Biodexa Pharmaceuticals Plc,2.53M,0.69%,6885,104.90K
QNRX,"Quoin Pharmaceuticals, Ltd.",2.50M,3.39%,48573654,-
AZTR,"Azitra, Inc.",2.47M,16.34%,247303523,97.50K
VERO,Venus Concept Inc.,2.47M,1.16%,606475,67.20M
TIVC,"Tivic Health Systems, Inc.",2.28M,-2.82%,144402,957.00K
PTIX,"Protagenic Therapeutics, Inc.",2.28M,-15.83%,306990,-
INM,InMed Pharmaceuticals Inc.,2.27M,1.95%,42765,4.96M
AKAN,Akanda Corp.,2.24M,6.08%,26489,2.51M
CYCC,"Cyclacel Pharmaceuticals, Inc.",2.20M,0.69%,193134,74.00K
CDT,Conduit Pharmaceuticals Inc.,2.16M,-18.18%,645790,-
