Symbol,Company Name,Market Cap,% Change,Volume,Revenue
OAKU,Oak Woods Acquisition Corporation,69.13M,-,2,-
ICCH,"ICC Holdings, Inc.",68.29M,-1.54%,556,92.54M
BYFC,Broadway Financial Corporation,67.56M,3.31%,390,32.66M
AIMAU,Aimfinity Investment Corp. I,67.02M,0.25%,4,-
AMTD,AMTD IDEA Group,66.71M,-1.94%,19264,46.93M
LRFC,Logan Ridge Finance Corporation,66.53M,0.56%,6560,19.94M
BAFN,BayFirst Financial Corp.,65.94M,0.16%,635,83.77M
RIBB,Ribbon Acquisition Corp.,65.28M,-,559,-
SDIG,"Stronghold Digital Mining, Inc.",63.11M,3.98%,85021,76.39M
NSTS,"NSTS Bancorp, Inc.",62.03M,-0.31%,2183,6.12M
MDBH,"MDB Capital Holdings, LLC",61.99M,3.83%,1317,1.94M
BOTJ,"Bank of the James Financial Group, Inc.",61.93M,-1.59%,634,45.03M
MATH,Metalpha Technology Holding Limited,61.34M,4.06%,78184,16.76M
GBBK,Global Blockchain Acquisition Corp.,61.04M,-0.83%,20,-
CPBI,"Central Plains Bancshares, Inc.",60.52M,-0.88%,1102,18.26M
HPH,Highest Performances Holdings Inc.,60.40M,-3.91%,269302,287.00M
FTII,FutureTech II Acquisition Corp.,58.95M,-1.07%,393,-
BAYA,Bayview Acquisition Corp,58.50M,-,2,-
RAND,Rand Capital Corporation,58.28M,1.71%,7386,8.35M
WAI,Top KingWin Ltd,57.32M,-0.70%,12517,3.99M
BUJA,Bukit Jalil Global Acquisition 1 Ltd,55.74M,-,6,-
CLRC,ClimateRock,55.17M,2.11%,277,-
BCOW,"1895 Bancorp of Wisconsin, Inc.",54.34M,1.98%,349,11.83M
GEG,"Great Elm Group, Inc.",53.85M,0.02%,1664,18.52M
BTCS,BTCS Inc.,53.61M,5.10%,331668,2.08M
COHN,Cohen & Company Inc.,53.06M,-1.08%,1522,89.56M
EMCG,Embrace Change Acquisition Corp.,52.84M,-1.27%,148,-
TOP,TOP Financial Group Limited,52.22M,2.17%,31409,2.73M
CLST,"Catalyst Bancorp, Inc.",51.47M,-,739,5.17M
SSBI,Summit State Bank,50.76M,0.94%,47,25.78M
ALCY,Alchemy Investments Acquisition Corp 1,50.58M,0.63%,28,-
TBMC,Trailblazer Merger Corporation I,50.17M,0.18%,3211,-
CFSB,"CFSB Bancorp, Inc.",49.96M,-1.45%,772,7.46M
ZBAO,Zhibao Technology Inc.,49.33M,1.62%,68430,25.27M
OPHC,"OptimumBank Holdings, Inc.",46.11M,-,2064,34.51M
FSEA,"First Seacoast Bancorp, Inc.",45.95M,1.46%,41797,11.39M
FORL,Four Leaf Acquisition Corporation,45.63M,-1.06%,20,-
BLAC,Bellevue Life Sciences Acquisition Corp.,45.58M,-0.22%,6629,-
TCBS,"Texas Community Bancshares, Inc.",45.41M,0.51%,666,9.86M
ICMB,"Investcorp Credit Management BDC, Inc.",44.66M,-,28088,24.83M
GLST,"Global Star Acquisition, Inc.",44.27M,20.11%,6064,-
ASRV,"AmeriServ Financial, Inc.",43.94M,0.19%,2702,53.14M
YOTA,Yotta Acquisition Corporation,42.76M,0.09%,1,-
MGLD,"The Marygold Companies, Inc.",42.20M,-1.87%,23294,32.51M
OMCC,Old Market Capital Corporation,41.99M,0.48%,3834,22.18M
DMYY,"dMY Squared Technology Group, Inc.",41.93M,-,-,-
WINV,WinVest Acquisition Corp.,40.41M,-3.23%,141,-
GDST,Goldenstone Acquisition Limited,40.24M,1.30%,4168,-
DECA,Denali Capital Acquisition Corp.,39.89M,0.67%,199,-
TURN,180 Degree Capital Corp.,39.50M,-1.99%,12453,129.30K
HFBL,"Home Federal Bancorp, Inc. of Louisiana",38.58M,-2.01%,15,19.71M
ARBK,Argo Blockchain plc,38.14M,0.04%,305342,52.87M
BOWN,Bowen Acquisition Corp,38.13M,-13.33%,16939,-
DIST,Distoken Acquisition Corporation,36.48M,0.89%,4,-
PBBK,"PB Bankshares, Inc.",35.45M,-0.66%,2314,11.88M
AAME,Atlantic American Corporation,34.68M,3.03%,9060,185.93M
BCG,"Binah Capital Group, Inc.",33.70M,-1.93%,47422,161.72M
GROW,"U.S. Global Investors, Inc.",33.27M,-,31639,10.01M
BNIX,Bannix Acquisition Corp.,32.76M,-,741,-
HUIZ,Huize Holding Limited,32.52M,-0.03%,2489,170.93M
OXBR,Oxbridge Re Holdings Limited,29.70M,10.67%,38738,-1.78M
AQU,Aquaron Acquisition Corp.,28.00M,0.30%,51,-
RFAC,RF Acquisition Corp.,27.94M,2.74%,2111,-
SHFS,"SHF Holdings, Inc.",27.11M,-0.59%,106930,15.66M
KFFB,Kentucky First Federal Bancorp,27.09M,2.13%,1413,7.48M
FGF,Fundamental Global Inc.,26.95M,1.52%,10027,22.35M
SWIN,Solowin Holdings,24.42M,-1.31%,16103,2.42M
PWM,Prestige Wealth Inc.,23.51M,3.87%,127171,348.53K
AIFU,AIX Inc.,21.55M,-0.03%,233108,324.92M
MCVT,"Mill City Ventures III, Ltd.",18.84M,-2.64%,72976,3.23M
EQS,"Equus Total Return, Inc.",18.48M,0.74%,5390,1.14M
RMCO,Royalty Management Holding Corporation,17.62M,-0.84%,11896,695.79K
ANY,Sphere 3D Corp.,17.49M,-2.16%,287852,21.66M
ABTS,Abits Group Inc.,16.77M,4.45%,40787,5.34M
GRYP,"Gryphon Digital Mining, Inc.",15.77M,1.94%,457917,22.78M
PT,Pintec Technology Holdings Limited,15.09M,0.01%,12525,4.48M
SLNH,"Soluna Holdings, Inc.",14.65M,0.57%,169304,39.87M
GREE,Greenidge Generation Holdings Inc.,14.64M,-3.76%,272087,64.38M
ZBAI,ATIF Holdings Limited,14.30M,-20.00%,616012,495.00K
MIGI,Mawson Infrastructure Group Inc.,14.00M,-0.08%,94214,58.22M
SOS,SOS Limited,13.96M,-2.06%,20411,111.12M
GLBZ,Glen Burnie Bancorp,13.64M,-1.18%,19059,11.32M
CWD,CaliberCos Inc.,13.17M,-6.09%,241878,66.38M
MSPR,"MSP Recovery, Inc.",12.60M,-,28319,10.73M
CNFR,"Conifer Holdings, Inc.",11.87M,-5.72%,200,74.82M
BSLK,"Bolt Projects Holdings, Inc.",10.74M,14.48%,211816,1.49M
MEGL,Magic Empire Global Limited,10.45M,-2.31%,86097,1.98M
LMFA,"LM Funding America, Inc.",9.86M,4.92%,41810,12.84M
AIHS,Senmiao Technology Limited,9.81M,3.67%,2488,6.07M
MKDW,MKDWELL Tech Inc.,8.98M,-3.37%,105687,3.67M
CARV,"Carver Bancorp, Inc.",8.64M,-,1005,28.32M
GSIW,Garden Stage Limited,7.30M,-0.34%,124202,1.31M
PNBK,"Patriot National Bancorp, Inc.",6.12M,5.48%,10752,27.30M
DXF,Eason Technology Limited,5.99M,12.50%,203457,-56.60M
SNTG,Sentage Holdings Inc.,5.33M,-,45973,146.47K
LEGT,Legato Merger Corp. III,4.51M,-,2359,-
TIRX,Tian Ruixiang Holdings Ltd,4.29M,4.65%,32260,3.22M
PAPL,Pineapple Financial Inc.,4.06M,-1.91%,105315,2.89M
BTOG,Bit Origin Ltd,4.03M,-0.23%,52673,2.89M
NCPL,Netcapital Inc.,3.79M,1.48%,73138,1.70M
LGHL,Lion Group Holding Ltd.,3.29M,-8.91%,1212328,13.66M
RELI,"Reliance Global Group, Inc.",3.27M,-1.04%,123383,14.08M
BENF,Beneficient,3.09M,-0.49%,47118,-34.59M
